id,nombre,marca,categoria,descripcion,sku_caja,precio_caja,cantidad_caja,sku_paquete,precio_paquete,cantidad_paquete,unidad,foto,disponible
95,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 60 Grs.,Papel Kraft,Bolsas,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 60 Grs.,055.0KRAFT,314.96,100,055.0KRAFTP,181.82,50,Pzas,bolsa-multiuso-ccierre-stand-up-kraftventana-60-grs.jpg,TRUE
96,Bolsa P Kraft Asa Plana 22x28x13 #1,PLA,Bolsas,Bolsa P Kraft Asa Plana 22x28x13 #1,051KRAFT,1429.92,100,051KRAFTP,825.46,50,Pzas,bolsa-p-kraft-asa-plana-22x28x13-1.jpg,TRUE
97,Bolsa P Kraft Blanco Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm,Papel Kraft,Bolsas,Bolsa P Kraft Blanco Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm,093KRAFT,1892.76,500,093KRAFTP,480.76,100,Pzas,bolsa-p-kraft-blanco-fondo-cuadrado-no-12-despensa-18x3.jpg,TRUE
98,Bolsa P Kraft Blanco Fondo Cuadrado no. 6 (Despensa) 15x29.5x8 cm,Papel Kraft,Bolsas,Bolsa P Kraft Blanco Fondo Cuadrado no. 6 (Despensa) 15x29.5x8 cm,092KRAFT,1391.86,500,092KRAFTP,353.53,100,Pzas,bolsa-p-kraft-blanco-fondo-cuadrado-no-6-despensa-15x29.jpg,TRUE
99,Bolsa P Kraft Metalizada Zipper Grande 31x31x13 cm,Papel Kraft,Bolsas,Bolsa P Kraft Metalizada Zipper Grande 31x31x13 cm,054KRAFT,5440.40,500,054KRAFTP,652.85,50,Pzas,bolsa-p-kraft-metalizada-zipper-grande-31x31x13-cm.jpg,TRUE
100,Bolsa P Kraft Natural Antigrasa 15x28x6 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Antigrasa 15x28x6 cm,031KRAFT,1161.67,1000,031KRAFTP,139.40,100,Pzas,bolsa-p-kraft-natural-antigrasa-15x28x6-cm.jpg,TRUE
101,Bolsa P Kraft Natural Asa Pegada (Torcida) #25 20X26X10 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Asa Pegada (Torcida) #25 20X26X10 cm,044.2KRAFT,896.70,100,044.2KRAFTP,523.07,50,pzas,bolsa-p-kraft-natural-asa-pegada-torcida-25-20x26x10-cm.jpg,TRUE
102,Bolsa P Kraft Natural Asa Pegada (Torcida) #35 24X30X17 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Asa Pegada (Torcida) #35 24X30X17 cm,044.4KRAFT,970.55,100,044.4KRAFTP,560.27,50,pzas,bolsa-p-kraft-natural-asa-pegada-torcida-35-24x30x17-cm.jpg,TRUE
103,Bolsa P Kraft Natural Asa Pegada (Torcida) Botella #90 14.5x35x13 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Asa Pegada (Torcida) Botella #90 14.5x35x13 cm,044.3KRAFT,884.82,100,044.3KRAFTP,510.78,50,pzas,bolsa-p-kraft-natural-asa-pegada-torcida-botella-90-145.jpg,TRUE
104,Bolsa P Kraft Natural Asa Pegada (Torcida) Grande 30x45x18 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Asa Pegada (Torcida) Grande 30x45x18 cm,044.0KRAFT,895.24,100,044.0KRAFTP,522.22,50,Pzas,bolsa-p-kraft-natural-asa-pegada-torcida-grande-30x45x1.jpg,TRUE
105,Bolsa P Kraft Natural Asa Pegada (Torcida) Mediana 30x36x18 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Asa Pegada (Torcida) Mediana 30x36x18 cm,044.1KRAFT,935.36,100,044.1KRAFTP,545.63,50,Pzas,bolsa-p-kraft-natural-asa-pegada-torcida-mediana-30x36x.jpg,TRUE
106,Bolsa P Kraft Natural Fondo Cuadrado 25x35x19 cm (Despensa #35),Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado 25x35x19 cm (Despensa #35),041KRAFT,1265.04,250,041KRAFTP,321.32,50,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-25x35x19-cm-despen.jpg,TRUE
107,Bolsa P Kraft Natural Fondo Cuadrado 30.5x43x17.5 cm (Despensa #45),Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado 30.5x43x17.5 cm (Despensa #45),042KRAFT,2100.79,500,042KRAFTP,251.70,50,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-305x43x175-cm-desp.jpg,TRUE
108,Bolsa P Kraft Natural Fondo Cuadrado no. 10 (Despensa) 16x33x9 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado no. 10 (Despensa) 16x33x9 cm,038KRAFT,1223.73,500,038KRAFTP,310.83,100,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-no-10-despensa-16x.jpg,TRUE
109,Bolsa P Kraft Natural Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm,039KRAFT,1399.34,500,039KRAFTP,355.43,100,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-no-12-despensa-18x.jpg,TRUE
110,Bolsa P Kraft Natural Fondo Cuadrado no. 6 (Despensa) 14.5x27x9.5 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado no. 6 (Despensa) 14.5x27x9.5 cm,036KRAFT,2130.71,1000,036KRAFTP,270.60,100,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-no-6-despensa-145x.jpg,TRUE
111,Bolsa P Kraft Natural Fondo Cuadrado no. 8 (Despensa) 15x31x9 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado no. 8 (Despensa) 15x31x9 cm,037KRAFT,1105.67,500,037KRAFTP,280.84,100,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-no-8-despensa-15x3.jpg,TRUE
112,Bolsa P Kraft Natural Fondo Cuadrado no. 9 (Despensa) 21x35x15 cm,Papel Kraft,Bolsas,Bolsa P Kraft Natural Fondo Cuadrado no. 9 (Despensa) 21x35x15 cm,040KRAFT,859.84,250,040KRAFTP,436.80,100,Pzas,bolsa-p-kraft-natural-fondo-cuadrado-no-9-despensa-21x3.jpg,TRUE
113,Bolsa P Kraft Plana 25X33 cm #10,PLA,Bolsas,Bolsa P Kraft Plana 25X33 cm #10,095KRAFT,2942.00,1000,095KRAFTP,857.00,250,Pzas,bolsa-p-kraft-plana-25x33-cm-10.jpg,TRUE
114,Bolsa P Kraft Plana 30x38 cm #12,PLA,Bolsas,Bolsa P Kraft Plana 30x38 cm #12,094KRAFT,3415.00,1000,094KRAFTP,989.00,250,Pzas,bolsa-p-kraft-plana-30x38-cm-12.jpg,TRUE
115,Bolsa Papel Celulosa blanco (Baguette) 12x64x6,Papel Kraft,Bolsas,Bolsa Papel Celulosa blanco (Baguette) 12x64x6,030.3KRAFT,2199.78,1000,030.3KRAFTP,302.47,100,Pzas,bolsa-papel-celulosa-blanco-baguette-12x64x6.jpg,TRUE
116,Bolsa Papel Estraza #1 - 8.5x20.5x5.5 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #1 - 8.5x20.5x5.5 cm,027KRAFT,165.35,500,027KRAFTP,42.00,100,Pzas,bolsa-papel-estraza-1---85x205x55-cm.jpg,TRUE
117,Bolsa Papel Estraza #1/2 - 7.5x17x3.5 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #1/2 - 7.5x17x3.5 cm,026KRAFT,132.57,500,026KRAFTP,33.67,100,Pzas,bolsa-papel-estraza-12---75x17x35-cm.jpg,TRUE
118,Bolsa Papel Estraza #1/4 - 6x15x3.5 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #1/4 - 6x15x3.5 cm,025KRAFT,102.36,500,025KRAFTP,26.00,100,Pzas,bolsa-papel-estraza-14---6x15x35-cm.jpg,TRUE
119,Bolsa Papel Estraza #2 - 10x24.5x6 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #2 - 10x24.5x6 cm,028KRAFT,218.90,500,028KRAFTP,55.60,100,Pzas,bolsa-papel-estraza-2---10x245x6-cm.jpg,TRUE
120,Bolsa Papel Estraza #3 - 12.5x26.5x6.5 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #3 - 12.5x26.5x6.5 cm,029.0KRAFT,251.97,500,029.0KRAFTP,64.00,100,Pzas,bolsa-papel-estraza-3---125x265x65-cm.jpg,TRUE
121,Bolsa Papel Estraza #4 - 13x30x7 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #4 - 13x30x7 cm,029.1KRAFT,287.69,500,029.1KRAFTP,74.80,100,Pzas,bolsa-papel-estraza-4---13x30x7-cm.jpg,TRUE
122,Bolsa Papel Estraza #5 - 13.5x32.5x7.5 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #5 - 13.5x32.5x7.5 cm,029.2KRAFT,332.28,500,029.2KRAFTP,84.40,100,Pzas,bolsa-papel-estraza-5---135x325x75-cm.jpg,TRUE
123,Bolsa Papel Estraza #6 - 14.5x34x9 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza #6 - 14.5x34x9 cm,029.3KRAFT,366.93,500,029.3KRAFTP,93.20,100,Pzas,bolsa-papel-estraza-6---145x34x9-cm.jpg,TRUE
124,Bolsa Papel Estraza no. 212 (Baguette) 12x41x6 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza no. 212 (Baguette) 12x41x6 cm,030.0KRAFT,498.00,500,030.0KRAFTP,124.50,100,Pzas,bolsa-papel-estraza-no-212-baguette-12x41x6-cm.jpg,TRUE
125,Bolsa Papel Estraza no. 300 (Baguette) 20.5x49x12 cm,Papel Kraft,Bolsas,Bolsa Papel Estraza no. 300 (Baguette) 20.5x49x12 cm,030.1KRAFT,572.00,500,030.1KRAFTP,143.00,100,Pzas,bolsa-papel-estraza-no-300-baguette-205x49x12-cm.jpg,TRUE
126,Bolsa Papel Kraft reciclado (Baguette) 12x64x6,Papel Kraft,Bolsas,Bolsa Papel Kraft reciclado (Baguette) 12x64x6,030.2KRAFT,1210.62,1000,030.2KRAFTP,166.46,100,Pzas,bolsa-papel-kraft-reciclado-baguette-12x64x6.jpg,TRUE
127,Bolsa t/Sobre P Kraft Natural p/Cubierto Impresa 7x25 cm,Papel Kraft,Cubiertos y Accesorios,Bolsa t/Sobre P Kraft Natural p/Cubierto Impresa 7x25 cm,023KRAFT,494.16,1000,023KRAFTP,61.77,100,Pzas,bolsa-tsobre-p-kraft-natural-pcubierto-impresa-7x25-cm.jpg,TRUE
128,Caja P Kraft p/Pizza 25x25 cm,Papel Kraft,Cajas y Charolas,Caja P Kraft p/Pizza 25x25 cm,002KRAFT,990.55,100,002KRAFTP,571.82,50,Pzas,caja-p-kraft-ppizza-25x25-cm.jpg,TRUE
129,Caja P Kraft p/Pizza 20x20 cm,Papel Kraft,Cajas y Charolas,Caja P Kraft p/Pizza 20x20 cm,001KRAFT,896.06,100,001KRAFTP,517.27,50,Pzas,caja-p-kraft-ppizza-20x20-cm.jpg,TRUE
130,Caja P Kraft p/Pizza 30x30 cm,Papel Kraft,Cajas y Charolas,Caja P Kraft p/Pizza 30x30 cm,004KRAFT,1179.53,100,004KRAFTP,680.91,50,Pzas,caja-p-kraft-ppizza-30x30-cm.jpg,TRUE
131,Caja P Kraft p/Pizza 35x35 cm,Papel Kraft,Cajas y Charolas,Caja P Kraft p/Pizza 35x35 cm,006KRAFT,1337.01,100,006KRAFTP,771.82,50,Pzas,caja-p-kraft-ppizza-35x35-cm.jpg,TRUE
132,Caja P Kraft p/Pizza 40x40 cm,Papel Kraft,Cajas y Charolas,Caja P Kraft p/Pizza 40x40 cm,008KRAFT,1651.97,100,008KRAFTP,953.64,,Pzas,caja-p-kraft-ppizza-40x40-cm.jpg,TRUE
133,Charola multiusos papel blanco 14x20x5 cm sustentable,Papel Kraft,Cajas y Charolas,Charola multiusos papel blanco 14x20x5 cm sustentable,010KRAFT,1912.47,500,010KRAFTP,467.49,,pzas,charola-multiusos-papel-blanco-14x20x5-cm-sustentable.jpg,TRUE
134,Contenedor papel blanco sustentable papas fritas,Papel Kraft,Contenedores,Contenedor papel blanco sustentable papas fritas,009.0KRAFT,1070.87,500,009.0KRAFTP,123.64,,pzas,contenedor-papel-blanco-sustentable-papas-fritas.jpg,TRUE
135,Contenedor redondo P Kraft 16 oz,Papel Kraft,Contenedores,Contenedor redondo P Kraft 16 oz,009.1KRAFT,1390.55,300,009.1KRAFTP,256.87,50,Pzas,contenedor-redondo-p-kraft-16-oz.jpg,TRUE
136,Contenedor redondo P Kraft 25 oz,Papel Kraft,Contenedores,Contenedor redondo P Kraft 25 oz,009.2KRAFT,1462.69,300,009.2KRAFTP,270.20,50,Pzas,contenedor-redondo-p-kraft-25-oz.jpg,TRUE
137,Contenedor redondo P Kraft 32 oz,Papel Kraft,Contenedores,Contenedor redondo P Kraft 32 oz,009.3KRAFT,1576.58,300,009.3KRAFTP,291.24,50,Pzas,contenedor-redondo-p-kraft-32-oz.jpg,TRUE
138,Contenedor redondo P Kraft 44 oz,Papel Kraft,Contenedores,Contenedor redondo P Kraft 44 oz,009.4KRAFT,2148.57,300,009.4KRAFTP,396.90,50,Pzas,contenedor-redondo-p-kraft-44-oz.jpg,TRUE
139,Fiambrera P kraft grado alimenticio 12X8X6 cm,Papel Kraft,Contenedores,Fiambrera P kraft grado alimenticio 12X8X6 cm,020.2PAPELPLA,1099.21,60,,,,pzas,fiambrera-p-kraft-grado-alimenticio-12x8x6-cm.jpg,TRUE
140,Fiambrera P kraft grado alimenticio 16X9X8 cm,Papel Kraft,Contenedores,Fiambrera P kraft grado alimenticio 16X9X8 cm,020.1PAPELPLA,1657.64,60,,,,pzas,fiambrera-p-kraft-grado-alimenticio-16x9x8-cm.jpg,TRUE
141,Fiambrera P kraft grado alimenticio 22x15x14 cm,Papel Kraft,Contenedores,Fiambrera P kraft grado alimenticio 22x15x14 cm,020.0PAPELPLA,2047.24,60,,,,pzas,fiambrera-p-kraft-grado-alimenticio-22x15x14-cm.jpg,TRUE
142,Tapa Contenedor redondo P Kraft 16/32 oz,Papel Kraft,Contenedores,Tapa Contenedor redondo P Kraft 16/32 oz,009.5KRAFT,2301.73,300,009.5KRAFTP,425.19,50,Pzas,tapa-contenedor-redondo-p-kraft-1632-oz.jpg,TRUE
143,Caja blanca Comida Asiatica 16 oz.,Papel Kraft,Cajas y Charolas,Caja blanca Comida Asiatica 16 oz.,008.1PAPELPLA,1379.21,450,008.1PAPELPLAP,192.68,50,Pzas,caja-blanca-comida-asiatica-16-oz.jpg,TRUE
144,Caja blanca Comida Asiatica 26 oz.,Papel Kraft,Cajas y Charolas,Caja blanca Comida Asiatica 26 oz.,008.2PAPELPLA,1669.67,450,008.2PAPELPLAP,233.25,50,Pzas,caja-blanca-comida-asiatica-26-oz.jpg,TRUE
145,Caja blanca Comida Asiatica 32 oz.,Papel Kraft,Cajas y Charolas,Caja blanca Comida Asiatica 32 oz.,008.3PAPELPLA,1669.67,450,008.3PAPELPLAP,210.10,50,Pzas,caja-blanca-comida-asiatica-32-oz.jpg,TRUE
146,Caja de Papel Chica 26 oz. 11.5x9x6.5 Beige,Papel Kraft,Cajas y Charolas,Caja de Papel Chica 26 oz. 11.5x9x6.5 Beige,009.4PAPELPLA,996.57,200,009.4PAPELPLAP,332.19,50,Pzas,caja-de-papel-chica-26-oz-115x9x65-beige.jpg,TRUE
147,Caja de Papel con Ventana Chica 13.4x10.2x3.7 Beige,Papel Kraft,Cajas y Charolas,Caja de Papel con Ventana Chica 13.4x10.2x3.7 Beige,009.7PAPELPLA,1842.76,200,009.7PAPELPLAP,423.68,50,Pzas,caja-de-papel-con-ventana-chica-134x102x37-beige.jpg,TRUE
148,Caja de Papel con Ventana Grande 20x14x5 Beige,Papel Kraft,Cajas y Charolas,Caja de Papel con Ventana Grande 20x14x5 Beige,009.9PAPELPLA,3176.35,200,009.9PAPELPLAP,869.39,50,Pzas,caja-de-papel-con-ventana-grande-20x14x5-beige.jpg,TRUE
149,Caja de Papel con Ventana Mediana 16.8x11.8x4.5 Beige,Papel Kraft,Cajas y Charolas,Caja de Papel con Ventana Mediana 16.8x11.8x4.5 Beige,009.8PAPELPLA,2330.68,200,009.8PAPELPLAP,637.92,50,Pzas,caja-de-papel-con-ventana-mediana-168x118x45-beige.jpg,TRUE
150,Caja de Papel Grande 66 oz 19.7x6.5x14 Beige,Papel Kraft,Cajas y Charolas,Caja de Papel Grande 66 oz 19.7x6.5x14 Beige,009.6PAPELPLA,2151.83,200,009.6PAPELPLAP,717.28,50,Pzas,caja-de-papel-grande-66-oz-197x65x14-beige.jpg,TRUE
151,Caja de Papel Mediana 45 oz 15x12x6.5 Beige,Papel Kraft,Cajas y Charolas,Caja de Papel Mediana 45 oz 15x12x6.5 Beige,009.5PAPELPLA,1378.52,200,009.5PAPELPLAP,459.51,50,Pzas,caja-de-papel-mediana-45-oz-15x12x65-beige.jpg,TRUE
152,Caja kraf Comida Asiatica 16 oz.,Papel Kraft,Cajas y Charolas,Caja kraf Comida Asiatica 16 oz.,008.4PAPELPLA,2165.35,500,008.4PAPELPLAP,250.00,500,Pzas,caja-kraf-comida-asiatica-16-oz.jpg,TRUE
153,Caja kraf Comida Asiatica 26 oz.,Papel Kraft,Cajas y Charolas,Caja kraf Comida Asiatica 26 oz.,008.5PAPELPLA,2511.81,500,008.5PAPELPLAP,290.00,500,Pzas,caja-kraf-comida-asiatica-26-oz.jpg,TRUE
154,Contenedor termico 12 oz blanco Papel+Pla Compostable,Papel + PLA,Contenedores,Contenedor termico 12 oz blanco Papel+Pla Compostable,004PAPELPLA,1503.46,500,004PAPELPLAP,173.58,50,Pzas,contenedor-termico-12-oz-blanco-papelpla-compostable.jpg,TRUE
155,Contenedor termico 16 oz blanco Papel+Pla Compostable,Papel + PLA,Contenedores,Contenedor termico 16 oz blanco Papel+Pla Compostable,005PAPELPLA,1978.33,500,005PAPELPLAP,236.54,50,Pzas,contenedor-termico-16-oz-blanco-papelpla-compostable.jpg,TRUE
156,Contenedor termico 3 oz blanco Papel+Pla Compostable,Papel + PLA,Contenedores,Contenedor termico 3 oz blanco Papel+Pla Compostable,001PAPELPLA,2829.10,1000,001PAPELPLAP,163.32,50,Pzas,contenedor-termico-3-oz-blanco-papelpla-compostable.jpg,TRUE
157,Contenedor termico 32 oz blanco Papel+Pla Compostable,Papel + PLA,Contenedores,Contenedor termico 32 oz blanco Papel+Pla Compostable,006.0PAPELPLA,2873.51,500,006.0PAPELPLAP,331.76,50,Pzas,contenedor-termico-32-oz-blanco-papelpla-compostable.jpg,TRUE
158,Contenedor termico 5 oz blanco Papel+Pla Compostable,Papel + PLA,Contenedores,Contenedor termico 5 oz blanco Papel+Pla Compostable,002PAPELPLA,2232.91,1000,002PAPELPLAP,128.90,50,Pzas,contenedor-termico-5-oz-blanco-papelpla-compostable.jpg,TRUE
159,Contenedor termico 8 oz blanco Papel+Pla Compostable,Papel + PLA,Contenedores,Contenedor termico 8 oz blanco Papel+Pla Compostable,003PAPELPLA,3040.47,1000,003PAPELPLAP,175.52,50,Pzas,contenedor-termico-8-oz-blanco-papelpla-compostable.jpg,TRUE
160,Copa Souffle 2 oz Beige Papel+Pla Compostable,Papel + PLA,Copas,Copa Souffle 2 oz Beige Papel+Pla Compostable,009.1PAPELPLA,2273.26,2000,009.1PAPELPLAP,115.48,100,Pzas,copa-souffle-2-oz-beige-papelpla-compostable.jpg,TRUE
161,Copa Souffle 4 oz Beige Papel+Pla Compostable,Papel + PLA,Copas,Copa Souffle 4 oz Beige Papel+Pla Compostable,009.2PAPELPLA,2293.84,2000,009.2PAPELPLAP,145.20,100,Pzas,copa-souffle-4-oz-beige-papelpla-compostable.jpg,TRUE
162,Tapa contenedor 16/32 oz transparente Papel+Pla,PLA,Contenedores,Tapa contenedor 16/32 oz transparente Papel+Pla,006.1PAPELPLA,2554.96,300,006.1PAPELPLAP,510.05,,Pzas,tapa-contenedor-1632-oz-transparente-papelpla.jpg,TRUE
163,Tapa contenedor termico 12/16/32 oz transparente Pla Compostable,PLA,Contenedores,Tapa contenedor termico 12/16/32 oz transparente Pla Compostable,008.0PAPELPLA,1813.82,500,008.0PAPELPLAP,243.32,50,Pzas,tapa-contenedor-termico-121632-oz-transparente-pla-comp.jpg,TRUE
164,Tapa contenedor termico 8 oz transparente Pla Compostable,PLA,Contenedores,Tapa contenedor termico 8 oz transparente Pla Compostable,007PAPELPLA,1850.39,1000,007PAPELPLAP,106.82,50,Pzas,tapa-contenedor-termico-8-oz-transparente-pla-compostab.jpg,TRUE
165,Tapa copa souffle 2 y 4 oz Beige Papel+Pla Compostable,Papel + PLA,Tapas,Tapa copa souffle 2 y 4 oz Beige Papel+Pla Compostable,009.3PAPELPLA,2458.14,2000,009.3PAPELPLAP,155.60,100,Pzas,tapa-copa-souffle-2-y-4-oz-beige-papelpla-compostable.jpg,TRUE
166,Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) compostable,PLA,Vasos,Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) compostable,017PAPELPLA,2241.76,1000,017PAPELPLAP,129.41,50,Pzas,tapa-vaso-10121620-oz-bebida-caliente-cafetera-composta.jpg,TRUE
167,Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) negra compostable,PLA,Vasos,Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) negra compostable,018PAPELPLA,2419.20,1000,018PAPELPLAP,140.92,50,Pzas,tapa-vaso-10121620-oz-bebida-caliente-cafetera-negra-co.jpg,TRUE
168,Tapa vaso 8 oz bebida caliente (cafetera) compostable,PLA,Vasos,Tapa vaso 8 oz bebida caliente (cafetera) compostable,016PAPELPLA,1843.21,1000,016PAPELPLAP,106.40,50,Pzas,tapa-vaso-8-oz-bebida-caliente-cafetera-compostable.jpg,TRUE
169,Vaso 10 oz bebida caliente blanco Papel+Pla Compostable,Papel + PLA,Vasos,Vaso 10 oz bebida caliente blanco Papel+Pla Compostable,012.0PAPELPLA,2335.00,1000,012.0PAPELPLAP,140.10,50,Pzas,vaso-10-oz-bebida-caliente-blanco-papelpla-compostable.jpg,TRUE
170,Vaso 10 oz bebida caliente blanco Papel-Bio Rec. convencional,Papel Kraft,Vasos,Vaso 10 oz bebida caliente blanco Papel-Bio Rec. convencional,012.1PAPELPLA,1461.42,1000,012.1PAPELPLAP,80.00,50,Pzas,vaso-10-oz-bebida-caliente-blanco-papel-bio-rec-convenc.jpg,TRUE
171,Vaso 12 oz bebida caliente blanco Papel+Pla Compostable,Papel + PLA,Vasos,Vaso 12 oz bebida caliente blanco Papel+Pla Compostable,013.0PAPELPLA,2559.73,1000,013.0PAPELPLAP,153.58,50,Pzas,vaso-12-oz-bebida-caliente-blanco-papelpla-compostable.jpg,TRUE
172,Vaso 12 oz bebida caliente blanco Papel-Bio Rec. convencional,Papel Kraft,Vasos,Vaso 12 oz bebida caliente blanco Papel-Bio Rec. convencional,013.1PAPELPLA,2283.46,1000,013.1PAPELPLAP,131.82,50,Pzas,vaso-12-oz-bebida-caliente-blanco-papel-bio-rec-convenc.jpg,TRUE
173,Vaso 16 oz bebida caliente blanco Papel+Pla Compostable,Papel + PLA,Vasos,Vaso 16 oz bebida caliente blanco Papel+Pla Compostable,014.0PAPELPLA,3091.40,1000,014.0PAPELPLAP,185.48,50,Pzas,vaso-16-oz-bebida-caliente-blanco-papelpla-compostable.jpg,TRUE
174,Vaso 16 oz bebida caliente blanco Papel-Bio Rec. convencional,Papel Kraft,Vasos,Vaso 16 oz bebida caliente blanco Papel-Bio Rec. convencional,014.1PAPELPLA,2420.00,1000,014.1PAPELPLAP,121.27,50,Pzas,vaso-16-oz-bebida-caliente-blanco-papel-bio-rec-convenc.jpg,TRUE
175,Vaso 20 oz bebida caliente blanco Papel+Pla Compostable,Papel + PLA,Vasos,Vaso 20 oz bebida caliente blanco Papel+Pla Compostable,015.0PAPELPLA,2935.17,1000,015.0PAPELPLAP,176.11,50,Pzas,vaso-20-oz-bebida-caliente-blanco-papelpla-compostable.jpg,TRUE
176,Vaso 20 oz bebida caliente blanco Papel-Bio Rec. convencional,Papel Kraft,Vasos,Vaso 20 oz bebida caliente blanco Papel-Bio Rec. convencional,015.1PAPELPLA,2603.15,1000,015.1PAPELPLAP,150.27,50,Pzas,vaso-20-oz-bebida-caliente-blanco-papel-bio-rec-convenc.jpg,TRUE
177,Vaso 4 oz bebida caliente blanco Papel+Pla Compostable,Papel + PLA,Vasos,Vaso 4 oz bebida caliente blanco Papel+Pla Compostable,010.0PAPELPLA,1066.67,1000,010.0PAPELPLAP,64.00,50,Pzas,vaso-4-oz-bebida-caliente-blanco-papelpla-compostable.jpg,TRUE
178,Vaso 4 oz bebida caliente blanco Papel-Bio Rec. convencional,Papel Kraft,Vasos,Vaso 4 oz bebida caliente blanco Papel-Bio Rec. convencional,010.1PAPELPLA,713.38,1000,010.1PAPELPLAP,41.18,50,Pzas,vaso-4-oz-bebida-caliente-blanco-papel-bio-rec-convenci.jpg,TRUE
179,Vaso 8 oz bebida caliente blanco Papel+Pla Compostable,Papel + PLA,Vasos,Vaso 8 oz bebida caliente blanco Papel+Pla Compostable,011.0PAPELPLA,1801.87,1000,011.0PAPELPLAP,108.11,50,Pzas,vaso-8-oz-bebida-caliente-blanco-papelpla-compostable.jpg,TRUE
180,Vaso 8 oz bebida caliente blanco Papel-Bio Rec. convencional,Papel Kraft,Vasos,Vaso 8 oz bebida caliente blanco Papel-Bio Rec. convencional,011.1PAPELPLA,1177.95,1000,011.1PAPELPLAP,68.00,50,Pzas,vaso-8-oz-bebida-caliente-blanco-papel-bio-rec-convenci.jpg,TRUE
181,Bolsa Basura compostable Gris PBAT 120X135cm,PBAT,Bolsas,Bolsa Basura compostable Gris PBAT 120X135cm,005PBAT,2177.53,96,005PBATP,158.39,6,Pzas,bolsa-basura-compostable-gris-pbat-120x135cm.jpg,TRUE
182,Bolsa Basura compostable PBAT Chica 43x45 cm,PBAT,Bolsas,Bolsa Basura compostable PBAT Chica 43x45 cm,004PBAT,1651.13,960,004PBATP,38.13,20,Pzas,bolsa-basura-compostable-pbat-chica-43x45-cm.jpg,TRUE
183,Bolsa Basura compostable PBAT Grande 70x90 cm,PBAT,Bolsas,Bolsa Basura compostable PBAT Grande 70x90 cm,002PBAT,1590.54,224,002PBATP,55.09,7,Pzas,bolsa-basura-compostable-pbat-grande-70x90-cm.jpg,TRUE
184,Bolsa Basura compostable PBAT Mediana 55x60 cm,PBAT,Bolsas,Bolsa Basura compostable PBAT Mediana 55x60 cm,003PBAT,1588.55,480,003PBATP,55.02,15,Pzas,bolsa-basura-compostable-pbat-mediana-55x60-cm.jpg,TRUE
185,Bolsa camiseta PBAT Grande 30x55 cm,PBAT,Bolsas,Bolsa camiseta PBAT Grande 30x55 cm,001PBAT,876.78,1000,001PBATP,50.61,50,Pzas,bolsa-camiseta-pbat-grande-30x55-cm.jpg,TRUE
186,Agitador azul PHA Bio soluble,PHA,Cubiertos y Accesorios,Agitador azul PHA Bio soluble,004PHA,2133.33,6000,004PHAP,408.62,1000,Pzas,agitador-azul-pha-bio-soluble.jpg,TRUE
187,Popote azul PHA Bio soluble Gigante 21 cm x .7mm,PHA,Cubiertos y Accesorios,Popote azul PHA Bio soluble Gigante 21 cm x .7mm,003PHA,1959.00,1200,003PHAP,561.72,300,Pzas,popote-azul-pha-bio-soluble-gigante-21-cm-x-7mm.jpg,TRUE
