SKU,Descripción,Precio
020NC,Tapa contenedor 46 oz transparente Bambú (Convencional no compostable) CAJA 300 Pzas. NC*2,597.40
006PTRIGOP,"Almeja 7x5 ""beige liso Paja Trigo PQTE 50 Pzas. PT*3",218.29
006PTRIGO,"Almeja 7x5"" beige liso Paja Trigo CAJA 500 Pzas. PT*3",1786.04
003PTRIGO,"Almeja 8x8"" beige c/ 3 div Paja Trigo CAJA 200 Pzas. PT*3",1148.42
003PTRIGOP,"Almeja 8x8"" beige c/ 3 div Paja Trigo PQTE 50 Pzas. PT*3",350.91
002PTRIGO,"Almeja 8x8"" beige liso Paja Trigo CAJA 200 Pzas. PT*3",1626.11
002PTRIGOP,"Almeja 8x8"" beige liso Paja Trigo PQTE 50 Pzas. PT*3",496.87
008PTRIGO,"Almeja 9x6"" beige c/2 div Paja Trigo CAJA 200 Pzas. PT*3",1101.26
008PTRIGOP,"Almeja 9x6"" beige c/2 div Paja Trigo PQTE 50 Pzas. PT*1",134.60
007PTRIGO,"Almeja 9x6"" beige liso Paja Trigo CAJA 250 Pzas. PT*3",1470.04
007PTRIGOP,"Almeja 9x6"" beige liso Paja Trigo PQTE 50 Pzas. PT*1",359.34
005PTRIGO,"Almeja 9x9"" beige c/3 div Paja Trigo CAJA 250 Pzas. PT*3",2250.00
005PTRIGOP,"Almeja 9x9"" beige c/3 div Paja Trigo PQTE 50 Pzas. PT*3",550.00
004PTRIGO,"Almeja 9x9"" beige liso Paja Trigo CAJA 200 Pzas. PT*3",2520.36
004PTRIGOP,"Almeja 9x9"" beige liso Paja Trigo PQTE 50 Pzas. PT*3",770.11
009PTRIGO,"Copa soufflé 2 oz beige Paja Trigo CAJA 2,000 Pzas. PT*1",2334.61
009PTRIGOP,Copa soufflé 2 oz beige Paja Trigo PQTE 50 Pzas. PT*1,92.66
012PTRIGO,"Copa soufflé 4 oz beige Paja Trigo CAJA 1,000 Pzas. PT*1",2124.41
012PTRIGOP,Copa soufflé 4 oz beige Paja Trigo PQTE 50 Pzas. PT*1,149.89
001PTRIGO,"Hamburguesero 6x6"" beige Paja Trigo CAJA 500 Pzas. PT*1",1953.02
001PTRIGOP,"Hamburguesero 6x6"" beige Paja Trigo PQTE 50 Pzas .PT*1",238.70
028PTRIGO,"Lunch Box 10x7"" beige c/3 div Paja Trigo CAJA 400 Pzas. PT*1",2971.65
028PTRIGOP,"Lunch Box 10x7"" beige c/3 div Paja Trigo PQTE 50 Pzas. PT*1",453.60
025PTRIGO,"Lunch Box 10x7x2"" beige Paja Trigo CAJA 400 Pzas. PT*1",2809.45
025PTRIGOP,"Lunch Box 10x7x2"" beige Paja Trigo PQTE 50 Pzas. PT*1",446.00
026PTRIGO,Lunch Box 10x7x3 beige Paja Trigo CAJA 400 Pzas. PT*1,3815.74
026PTRIGOP,"Lunch box 10x7x3"" beige Paja Trigo PQTE 50 Pzas. PT*1",550.68
015.1PTRIGO,Lunch Box 29 oz beige Paja Trigo CAJA 400 Pzas. PT*3,1195.27
015.1TRIGOP,Lunch Box 29 oz beige Paja Trigo PQTE 50 Pzas. PT*3,172.50
015.2PTRIGO,Lunch Box 38 oz beige Paja Trigo CAJA 400 Pzas. PT*3,1551.18
015.2PTRIGOP,Lunch Box 38 oz beige Paja Trigo PQTE 50 Pzas. PT*3,223.86
015.3,Lunch Box 44 oz beige Paja Trigo CAJA 400 Pzas. PT*3,1858.27
015.3PTRIGOP,Lunch Box 44 oz beige Paja Trigo PQTE 50 Pzas. PT*3,268.18
015.0PTRIGO,"Lunch Box 6x5x2"" beige Paja Trigo CAJA 600 Pzas. PT*1",2544.88
015.0PTRIGOP,"Lunch Box 6x5x2"" beige Paja Trigo PQTE 50 Pzas. PT*1",243.87
017PTRIGOP,"Lunch Box 8x6"" beige liso Paja Trigo PQTE 50 Pzas. PT*1",340.50
017PTRIGO,"Lunch Box 8x6"" beige liso Paja Trigo CAJA 400 Pzas. PT*1",2144.89
019PTRIGOP,"Lunch Box 8x6x2"" beige c/ 2 div Paja Trigo PQTE 50 Pzas. PT*1",339.90
019PTRIGO,"Lunch Box 8x6x2"" beige c/2 div Paja Trigo CAJA 400 Pzas. PT*1",2226.78
021PTRIGOP,"Lunch Box 9x7x2"" beige Paja Trigo PQTE 50 Pzas. PT*1",423.86
021PTRIGO,"Lunch Box 9x7x2"" beige Paja Trigo CAJA 400 Pzas. PT*1",2937.01
022PTRIGO,"Lunch Box 9x7x3"" beige Paja Trigo CAJA 400 Pzas. PT*1",3206.29
022PTRIGOP,"Lunch Box 9x7x3"" beige Paja Trigo PQTE 50 Pzas. PT*1",462.73
030PTRIGO,Platón ovalado burritos 24 oz beige Paja Trigo CAJA 300 Pzas. PT*1,2347.40
030PTRIGOP,Platón ovalado burritos 24 oz beige Paja Trigo PQTE 50 Pzas. PT*1,452.60
032PTRIGO,Platón ovalado burritos 32 oz beige Paja Trigo CAJA 300 Pzas. PT*1,2946.46
032PTRIGOP,Platón ovalado burritos 32 oz beige Paja Trigo PQTE 50 Pzas. PT*1,568.10
029PTRIGO,"Tapa Box Lunch 10x7"" beige c/3 div PLA CAJA 400 Pzas. PLA*1",4548.88
029PTRIGOP,"Tapa Box Lunch 10x7"" beige c/3 div PLA PQTE 50 Pzas. PLA*1",656.49
010PTRIGO,"Tapa copa soufflé 2 oz beige Paja Trigo CAJA 2,000 Pzas. PT*1",1792.06
010PTRIGOP,Tapa copa soufflé 2 oz beige Paja Trigo PQTE 50 Pzas. PT*1,71.12
011PTRIGOP,Tapa copa soufflé 2 oz PLA PQTE 100 Pzas. PLA*1,114.56
011PTRIGO,"Tapa copa souffle 2 oz transparente Paja Trigo PLA CAJA 2,000 Pzas. PT*1",1623.62
013PTRIGO,"Tapa copa soufflé 4 oz beige Paja Trigo CAJA 1,000 Pzas. PT*1",1352.76
013PTRIGOP,Tapa copa soufflé 4 oz beige Paja Trigo PQTE 50 Pzas. PT*1,95.44
027PTRIGO,"Tapa Lunch Box 10x7"" PLA CAJA 400 Pzas. PLA*1",3689.77
027PTRIGOP,"Tapa Lunch Box 10x7"" PLA PQTE 50 Pzas. PLA*1",532.50
015.4PTRIGO,Tapa Lunch Box 29/44 oz PLA CAJA 400 Pzas. PLA*3,1370.08
015.4PTRIGOP,Tapa Lunch Box 29/44 oz PLA PQTE 50 Pzas. PLA*3,197.73
016PTRIGO,"Tapa Lunch Box 6x5"" beige Paja Trigo CAJA 600 Pzas. PT*1",1930.71
016PTRIGOP,"Tapa Lunch Box 6x5"" beige Paja Trigo PQTE 50 Pzas. PT*1",185.02
020PTRIGO,"Tapa Lunch Box 8x6"" c/2 div PLA CAJA 400 Pzas. PLA*1",3456.69
020PTRIGOP,"Tapa Lunch Box 8x6"" c/2 div PLA PQTE 50 Pzas. PLA*1",498.86
018PTRIGO,"Tapa Lunch Box 8x6"" PLA CAJA 400 Pzas. PLA*1",3456.69
018PTRIGOP,"Tapa Lunch Box 8x6"" PLA PQTE 50 Pzas. PLA*1",498.86
023PTRIGO,"Tapa Lunch Box 9x7"" beige Paja Trigo CAJA 400 Pzas .PT*1",2477.16
023PTRIGOP,"Tapa Lunch Box 9x7"" beige Paja Trigo PQTE 50 Pzas. PT*1",393.25
024PTRIGO,"Tapa Lunch Box 9x7"" PLA CAJA 400 Pzas. PLA*1",3083.46
024PTRIGOP,"Tapa Lunch Box 9x7"" PLA PQTE 50 Pzas. PLA*1",445.00
031PTRIGO,Tapa platón ovalado burritos 24 oz PLA CAJA 300 Pzas. PLA*1,2384.25
031PTRIGOP,Tapa platón ovalado burritos 24 oz PLA PQTE 50 Pzas. PLA*1,459.71
033PTRIGO,Tapa platón ovalado burritos 32 oz PLA CAJA 300 Pzas. PLA*1,2984.25
033PTRIGOP,Tapa platón ovalado burritos 32 oz PLA PQTE 50 Pzas. PLA*1,575.39
036PTRIGO,"Caja Pizza 12"" beige Paja Trigo CAJA 100 Pzas. PT*1",3251.97
036PTRIGOP,"Caja Pizza 12"" beige Paja Trigo PQTE 25 Pzas. PT*1",938.64
037PTRIGO,"Caja Pizza 14"" beige Paja Trigo CAJA 100 Pzas. PT*1",4124.85
037PTRIGOP,"Caja Pizza 14"" beige Paja Trigo PQTE 25 Pzas. PT*1",1190.58
035PTRIGO,Lunch Pack (caja) beige Paja Trigo CAJA 200 Pzas. PT*1,2561.33
035PTRIGOP,Lunch Pack (caja) beige Paja Trigo PQTE 50 Pzas. PT*1,770.87
034PTRIGO,Taco Box beige 3 div Paja Trigo CAJA 300 Pzas. PT*3,2553.33
034PTRIGOP,Taco Box beige 3 div Paja Trigo PQTE 50 Pzas. PT*1,492.01
051PTRIGOP,Charola rectangular 20x15x3 cm beige Paja Trigo PQTE 50 Pzas. PT*1,146.87
052PTRIGO,Charola rectangular 20x15x2 cm beige Paja Trigo CAJA 500 Pzas. PT*3,1164.22
052PTRIGOP,Charola rectangular 20x15x2 cm beige Paja Trigo PQTE 50 Pzas. PT*3,128.06
051PTRIGO,Charola rectangular 20x15x3 cm beige Paja Trigo CAJA 600 Pzas. PT*1,1390.34
038PTRIGOP,"Plato 6"" beige redondo pastelero (orilla rayas) Paja Trigo PQTE 50 Pzas. PT*1",71.67
038PTRIGO,"Plato 6"" beige redondo pastelero (orilla rayas) Paja Trigo CAJA 1,000 Pzas. PT*1",962.51
039PTRIGOP,"Plato 9"" beige redondo (liso) Paja Trigo PQTE 50 Pzas. PT*1",156.61
039PTRIGO,"Plato 9"" beige redondo (liso) Paja Trigo CAJA 1,000 Pzas. PT*1",2470.32
040PTRIGO,"Plato 9"" beige redondo c/3 div Paja Trigo CAJA 500 Pzas. PT*1",1606.20
040PTRIGOP,"Plato 9"" beige redondo c/3 div Paja Trigo PQTE 50 Pzas. PT*1",222.01
041PTRIGO,"Plato fiesta copa 7"" beige Paja Trigo CAJA 1,000 Pzas. PT*1",3584.05
041PTRIGOP,"Plato fiesta copa 7"" beige Paja Trigo PQTE 50 Pzas. PT*1",262.60
042PTRIGO,"Plato fiesta vaso 9"" beige Paja Trigo CAJA 400 Pzas. PT*1",2393.32
042PTRIGOP,"Plato fiesta vaso 9"" beige Paja Trigo PQTE 50 Pzas. PT*1",426.76
047PTRIGOP,Tapa tazón 16/24/32 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,342.30
047PTRIGO,Tapa tazón 16/24/32 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,2473.00
048PTRIGO,Tapa tazón 16/24/32 oz PLA (World Centric) CAJA 300 Pzas. PLA*1,2585.25
048PTRIGOP,Tapa tazón 16/24/32 oz PLA (World Centric) PQTE 50 Pzas. PLA*1,498.46
050PTRIGOP,Tapa tazón Kai 8/12/16 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,188.73
050PTRIGO,Tapa tazón Kai 8/12/16 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,1634.65
044PTRIGO,Tazón 16 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,2552.75
044PTRIGOP,Tazón 16 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,324.20
045PTRIGO,Tazón 24 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,2782.00
045PTRIGOP,Tazón 24 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,359.83
046.1PTRIGO,Tazón 30 oz beige Paja Trigo CAJA 800 Pzas. PT *1,2437.06
046.1PTRIGOP,Tazón 30 oz beige Paja Trigo PQTE 50 Pzas. PT*1,177.26
046.0PTRIGO,Tazón 32 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,3467.08
046.0PTRIGOP,Tazón 32 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,400.29
043PTRIGO,"Tazón 6 oz beige (sin tapa) Paja Trigo (World Centric) CAJA 1,000 Pzas. PT*1",2092.21
043PTRIGOP,Tazón 6 oz beige (sin tapa) Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,158.70
049PTRIGO,Tazón Kai 16 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,2143.31
049PTRIGOP,Tazón Kai 16 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,247.46
002ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadrada rojo CAJA 1,000 Pzas. PAG*2",724.41
005.1ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros amarillo CAJA 1,000 Pzas. PAG*2",724.41
005.1ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros amarillo PQTE 100 Pzas. PAG*2,112.20
004ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros azul CAJA 1,000 Pzas. PAG*2",724.41
004ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros azul PQTE 100 Pzas. PAG*2,112.20
005.2ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros café CAJA 1,000 Pzas. PAG*2",724.41
005.2ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros café PQTE 100 Pzas. PAG*2,112.20
005.3ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros naranja CAJA 1,000 Pzas. PAG*2",724.41
005.3ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros naranja PQTE 100 Pzas. PAG*2,112.20
003ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros negro CAJA 1,000 Pzas. PAG*2",724.41
003ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros negro PQTE 100 Pzas. PAG*2,112.20
002ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros rojo PQTE 100 Pzas. PAG*2,112.20
001.1ANTIG,Hoja papel antigrasa 25 grms 30x30 cm cuadros rosa CAJA 500 Pzas. *6,724.41
001.1ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros rosa PQTE. 100 Pzas *6,224.39
005.0ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros verde CAJA 1,000 Pzas. PAG*2",724.41
005.0ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros verde PQTE 100 Pzas. PAG*2,112.20
001.0ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm liso kraft CAJA 1,000 Pzas. PAG*3",573.23
001.0ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm liso kraft PQTE 100 Pzas. PAG*3,88.78
014KRAFT,"Fajilla Ajustable Cartón Bio 8/10/12/16 oz CAJA 1,000 Pzas. PKB*2",721.57
014KRAFTP,Fajilla Ajustable Cartón Bio 8/10/12/16 oz PQTE 100 Pzas. PKB*2,118.71
013KRAFT,"Fajilla Pegada Cartón Bio (ensamblada) 10/20 oz CAJA 1,000 Pzas. PKB*2",964.71
013KRAFTP,Fajilla Pegada Cartón Bio (ensamblada) 10/20 oz PQTE 100 Pzas. PKB*2,120.00
016.1KRAFT,"Popote de papel 21 cm x 0.6 cm estuchado CAJA 2,000 Pzas. PKB*3",724.41
016.1KRAFTP,Popote de papel 21 cm x 0.6 cm estuchado PQTE 500 Pzas. PKB*3,209.09
015KRAFT,Portavaso Pulpa Papel p/4 pzas CAJA 200 Pzas. PKB*2,720.82
015KRAFTP,Portavaso Pulpa Papel p/4 pzas PQTE 50 Pzas. PKB*2,208.06
016.0KRAFT,Portavasos P Kraft p/2 pzas CAJA 100 Pzas. PKB*2,469.83
016.0KRAFTP,Portavasos P Kraft p/2 pzas PQTE 50 Pzas. PKB*2,237.50
022.2KRAFT,"Servilleta de Lujo Cafe 21x9 cm CAJA 1,000 Pzas. PKB",930.74
022.2KRAFTP,Servilleta de Lujo Cafe 21x9 cm PQTE 100 Pzas. PKB,131.34
017KRAFT,"Servilleta P Kraft p/dispensador CAJA 6,000 Pzas. PKB*1",866.14
017KRAFTP,Servilleta P Kraft p/dispensador PQTE 500 Pzas. PKB*1,83.00
019.0KRAFT,"Servilleta P Kraft Chica 23x23 cm cuadrada CAJA 4,000 Pzas. PKB*3",787.40
019.0KRAFTP,Servilleta P Kraft Chica 23x23 cm cuadrada PQTE 500 Pzas. PKB*3,113.64
019.1KRAFT,"Servilleta P Kraft Chica 24x24 cm cuadrada CAJA 5,400 Pzas. PKB*2",732.28
019.1KRAFTP,Servilleta P Kraft Chica 24x24 cm cuadrada PQTE 450 Pzas. PKB*2,71.02
018KRAFT,"Servilleta P Kraft Cocktail 12.5x12.5 cm CAJA 6,000 Pzas. PKB",2440.95
018KRAFTP,Servilleta P Kraft Cocktail 12.5x12.5 cm PQTE 250 Pzas. PKB,117.52
021KRAFTP,Servilleta P Kraft Grande 42x36 cm rectangualr PKB*3 PQTE 250 Pzas. PKB*3,128.27
021KRAFT,"Servilleta P Kraft Grande 42x36 cm rectangualr CAJA 3,000 Pzas. PKB*3",1338.58
020KRAFT,"Servilleta P Kraft Mediana 30x30 cm cuadrada CAJA 3,000 Pzas. PKB*3",913.39
020KRAFTP,Servilleta P Kraft Mediana 30x30 cm cuadrada PQTE 500 Pzas. PKB*3,176.11
022.1KRAFT,Servilleta Papel Negra Tacto Lino 33x33 cm CAJA 600 Pzas. PKB,4962.39
022.1KRAFTP,Servilleta Papel Negra Tacto Lino 33x33 cm PQTE 100 Pzas. PKB,849.12
022.0KRAFT,Servilleta Papel Negra Tacto Lino 43x30 cm CAJA 600 Pzas. PKB*10,5775.90
022.0KRAFTP,Servilleta Papel Negra Tacto Lino 43x30 cm PQTE 100 Pzas. PKB*10,988.32
091KRAFT,Bolsa 1/2 papel Antigrasa Blanco 7.5X16X4 CAJA 500 Pzas. PKB*6,357.82
091KRAFTP,Bolsa 1/2 Papel Antigrasa Blanco 7.5X16X4 cm. PQTE 100 Pzas. PKB*6,84.57
090KRAFT,Bolsa 1/4 papel Antigrasa Blanco 6.30x14x3 cm CAJA 500 Pzas. PKB*6,270.05
090KRAFTP,Bolsa 1/4 Papel Antigrasa Blanco 6.30x14x3 cm. PQTE 100 Pzas. PKB*6,63.83
080KRAFTP,Bolsa c/asa de Macramé Bond Parada Mini (blanca) 14.5x11x8 cm. PQTE 50 pzas.,544.44
081KRAFT,Bolsa c/asa Macramé Bond Parada CH Kraft 16x21x9 cm. CAJA 100 pzas.,1015.31
081KRAFTP,Bolsa c/asa Macramé Bond Parada CH Kraft 22X16X10 cm. PQTE 50 pzas.,586.11
080KRAFT,Bolsa c/asa Macramé Bond Parada Mini (blanca) 14.5x11x8 cm. CAJA 100 pzas.,943.13
064KRAFT,Bolsa c/asa Macramé Kraft Cuadrada Amplia CH 19x19x14 cm. CAJA 100 pzas.,863.24
064KRAFTP,Bolsa c/asa Macramé Kraft Cuadrada Amplia CH 19x19x14 cm. PQTE 50 pzas.,456.80
066KRAFT,Bolsa c/asa Macramé Kraft Cuadrada Amplia G 30x30x21 cm. CAJA 100 pzas.,1735.94
066KRAFTP,Bolsa c/asa Macramé Kraft Cuadrada Amplia G 30x30x21 cm. PQTE 50 pzas,1002.11
065KRAFT,Bolsa c/asa Macramé Kraft Cuadrada Amplia M 24x24x17 cm. CAJA 100 pzas.,1008.38
065KRAFTP,Bolsa c/asa Macramé Kraft Cuadrada Amplia M 24x24x17 cm. PQTE 50 pzas,533.60
063KRAFTP,Bolsa c/asa Macramé Kraft Rect. Bout. CH 22x16.5x9 cm. PQTE 50 pzas.,529.35
063KRAFT,Bolsa c/asa Macramé Kraft Rect. Bout. CH 22x16x9 cm. CAJA 100 pzas.,916.99
059.1KRAFT,Bolsa c/asa Troquelada Kraft Duq. Chica 19x24.5x10 cm. CAJA 100 pzas.,1257.46
059.1,Bolsa c/asa Troquelada Kraft Duq. Chica 19x24.5x10 cm. PQTE 50 pzas.,725.90
061KRAFT,Bolsa c/asa Troquelada Kraft Duq. G 30x29x18 cm. CAJA 100 pzas.,1433.02
061KRAFTP,Bolsa c/asa Troquelada Kraft Duq. G 30x29x18 cm. PQTE 50 pzas.,758.31
060KRAFT,Bolsa c/asa Troquelada Kraft Duq. M 29x26x15 cm. CAJA 100 pzas.,1501.20
060KRAFTP,Bolsa c/asa Troquelada Kraft Duq. M 29x26x15 cm. PQTE 50 pzas.,866.60
059.0KRAFT,Bolsa c/asa Troquelada Kraft Duq. Mini 17x17x8 cm. CAJA 100 pzas.,1091.72
059.0KRAFTP,Bolsa c/asa Troquelada Kraft Duq. Mini 17x17x8 cm. PQTE 50 pzas.,630.22
062KRAFT,Bolsa c/asa Troquelada Kraft Duq. XG 38x36x21 cm. CAJA 100 pzas.,1924.30
058KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1 Kg CAJA 100 Pzas.,1527.56
058KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1 Kg. PQTE 50 Pzas.,881.82
057KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1/2 Kg CAJA 100 Pzas.,897.64
057KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1/2 Kg. PQTE 50 Pzas.,518.18
055KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 130 Grs. CAJA 100 Pzas.,551.18
055KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 130 Grs. PQTE 50 Pzas.,318.18
056KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 250 Grs. CAJA 100 Pzas.,740.16
055.0KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 60 Grs. CAJA 100 Pzas.,314.96
055.0KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 60 Grs. PQTE 50 Pzas.,181.82
051KRAFT,Bolsa P Kraft Asa Plana 22x28x13 #1 CAJA 100 Pzas. PKB*7,1429.92
051KRAFTP,Bolsa P Kraft Asa Plana 22x28x13 #1 PQTE 50 Pzas. PKB*7,825.46
093KRAFT,Bolsa P Kraft Blanco Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm CAJA 500 Pzas PKB*6,1892.76
093KRAFTP,Bolsa P Kraft Blanco Fondo Cuadrado no. 12 (Despensa) 18X35X10 cm PQTE 100 Pzas. PKB*6,480.76
092KRAFT,Bolsa P Kraft Blanco Fondo Cuadrado no. 6 (Despensa) 15x29.5x8 cm CAJA 500 Pzas. PKB*6,1391.86
092KRAFTP,Bolsa P Kraft Blanco Fondo Cuadrado no. 6 (Despensa) 15x29.5x8 cm PQTE 100 Pzas. PKB*6,353.53
054KRAFT,Bolsa P Kraft Metalizada Zipper Grande 31x31x13 cm CAJA 500 Pzas. PKB*7,5440.40
054KRAFTP,Bolsa P Kraft Metalizada Zipper Grande 31x31x13 cm PQTE 50 Pzas. PKB*7,652.85
031KRAFT,"Bolsa P Kraft Natural Antigrasa 15x28x6 cm CAJA 1,000 Pzas. PKB*7",1161.67
031KRAFTP,Bolsa P Kraft Natural Antigrasa 15x28x6 cm PQTE 100 Pzas. PKB*7,139.40
044.2KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) #25 20X26X10 cm CAJA 100 pzas PKB*6,896.70
044.2KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) #25 20x26x11 cm PQTE 50 Pzas. PKB*6,523.07
044.4KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) #35 24X30X17 cm CAJA 100 pzas PKB*6,970.55
044.4KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) #35 24X30X17 cm PQTE 50 pzas PKB*6,560.27
044.3KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) Botella #90 14.5x35x13 cm CAJA 100 pzas PKB*6,884.82
044.3KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) Botella #90 14.5x35x13 cm PQTE 50 pzas PKB*6,510.78
044.0KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) Grande 30x45x18 cm CAJA 100 Pzas. PKB*2,895.24
044.0KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) Grande 30x45x18 cm PQTE 50 Pzas. PKB*2,522.22
044.1KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) Mediana 30x36x18 cm CAJA 100 Pzas. PKB*2,935.36
044.1KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) Mediana 30x36x18 cm PQTE 50 Pzas. PKB*2,545.63
040KRAFT,Bolsa P Kraft Natural Fondo Cuadrado 21x35x15 cm CAJA 250 Pzas. PKB*7,859.84
040KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado 21x35x15 cm cm PQTE 50 Pzas. PKB*7,218.40
041KRAFT,Bolsa P Kraft Natural Fondo Cuadrado 25x35x19 cm (Despensa #35) CAJA 250 Pzas. PKB*6,1265.04
041KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado 25x35x19 cm (Despensa #35) PQTE 50 Pzas. PKB*6,321.32
042KRAFT,Bolsa P Kraft Natural Fondo Cuadrado 30.5x43x17.5 cm (Despensa #45) CAJA 250 Pzas. PKB*2,1023.62
042KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado 30.5x43x17.5 cm cm (Despensa #45) PQTE 50 Pzas. PKB*2,260.00
038KRAFT,Bolsa P Kraft Natural Fondo Cuadrado no. 10 (Despensa) 16x33x9 cm CAJA 500 Pzas. PKB*6,1223.73
038KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 10 (Despensa) 16x33x9 cm PQTE 100 Pzas. PKB*6,310.83
039KRAFT,Bolsa P Kraft Natural Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm CAJA 500 Pzas. PKB*6,1399.34
039KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm PQTE 100 Pzas. PKB*6,355.43
036KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 6 (Despensa) 14.5x27.5x9.5 cm PQTE 100 Pzas. PKB*7,270.60
036KRAFT,"Bolsa P Kraft Natural Fondo Cuadrado no. 6 (Despensa) 14.5x27x9.5 cm CAJA 1,000 Pzas. PKB*7",2130.71
037KRAFT,Bolsa P Kraft Natural Fondo Cuadrado no. 8 (Despensa) 15x31x9 cm CAJA 500 Pzas. PKB*6,1105.67
037KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 8 (Despensa) 15x31x9 cm PQTE 100 Pzas. PKB*6,280.84
095KRAFT,"Bolsa P Kraft Plana 25X33 cm #10 CAJA 1,000 Pzas PKB*8",2942.00
095KRAFTP,Bolsa P Kraft Plana 25X33 cm #10 PQTE 250 Pzas PKB*8,857.00
094KRAFT,"Bolsa P Kraft Plana 30x38 cm #12 CAJA 1,000 Pzas PKB*8",3415.00
094KRAFTP,Bolsa P Kraft Plana 30x38 cm #12 PQTE 250 Pzas PKB*8,989.00
030.3KRAFT,"Bolsa Papel Celulosa blanco (Baguette) 12x64x6 CAJA 1,000 Pzas. PKB*7",2199.78
030.3KRAFTP,Bolsa Papel Celulosa blanco (Baguette) 12x64x6 PQTE 100 Pzas. PKB*7,302.47
027KRAFTP,Bolsa Papel Estraza #1 - 8.5x20.5x5.5 cm PQTE 100 Pzas. PKB*6,42.00
027KRAFT,Bolsa Papel Estraza #1 - 8.5x20.5x5.5 cm CAJA 500 Pzas. PKB*6,165.35
026KRAFTP,Bolsa Papel Estraza #1/2 - 7.5x17x3.5 cm PQTE 100 Pzas. PKB*6,33.67
026KRAFT,Bolsa Papel Estraza #1/2 - 7.5x17x3.5 cm CAJA 500 Pzas. PKB*6,132.57
025KRAFT,Bolsa Papel Estraza #1/4 - 6x15x3.5 cm CAJA 500 Pzas. PKB*6,102.36
025KRAFTP,Bolsa Papel Estraza #1/4 - 6x15x3.5 cm PQTE 100 Pzas. PKB*6,26.00
028KRAFT,Bolsa Papel Estraza #2 - 10x24.5x6 cm CAJA 500 Pzas. PKB*6,218.90
