SKU,Descripción,Precio
028KRAFTP,Bolsa Papel Estraza #2 - 10x24.5x6 cm PQTE 100 Pzas. PKB*6,55.60
029.0KRAFT,Bolsa Papel Estraza #3 - 12.5x26.5x6.5 cm CAJA 500 Pzas. PKB*6,251.97
029.0KRAFTP,Bolsa Papel Estraza #3 - 12.5x26.5x6.5 cm PQTE 100 Pzas. PKB*6,64.00
029.1KRAFT,Bolsa Papel Estraza #4 - 13x30x7 cm CAJA 500 Pzas. PKB*6,287.69
029.1KRAFTP,Bolsa Papel Estraza #4 - 13x30x7 cm PQTE 100 Pzas. PKB*6,74.80
029.2KRAFT,Bolsa Papel Estraza #5 - 13.5x32.5x7.5 cm CAJA 500 Pzas. PKB*6,332.28
029.2KRAFTP,Bolsa Papel Estraza #5 - 13.5x32.5x7.5 cm PQTE 100 Pzas. PKB*6,84.40
029.3KRAFT,Bolsa Papel Estraza #6 - 14.5x34x9 cm CAJA 500 Pzas. PKB*6,366.93
029.3KRAFTP,Bolsa Papel Estraza #6 - 14.5x34x9 cm PQTE 100 Pzas. PKB*6,93.20
030.0KRAFT,Bolsa Papel Estraza no. 212 (Baguette) 12x41x6 cm CAJA 500 Pzas. PKB*6,498.00
030.0KRAFTP,Bolsa Papel Estraza no. 212 (Baguette) 12x41x6 cm PQTE 100 Pzas. PKB*6,124.50
030.1KRAFT,Bolsa Papel Estraza no. 300 (Baguette) 20.5x49x12 cm CAJA 500 Pzas. PKB*6,572.00
030.1KRAFTP,Bolsa Papel Estraza no. 300 (Baguette) 20.5x49x12 cm PQTE 100 Pzas. PKB*6,143.00
030.2KRAFT,"Bolsa Papel Kraft reciclado (Baguette) 12x64x6 CAJA 1,000 Pzas. PKB*7",1210.62
030.2KRAFTP,Bolsa Papel Kraft reciclado (Baguette) 12x64x6 PQTE 100 Pzas. PKB*7,166.46
023KRAFT,"Bolsa t/Sobre P Kraft Natural p/Cubierto Impresa 7x25 cm CAJA 1,000 Pzas. PKB*7",494.16
023KRAFTP,Bolsa t/Sobre P Kraft Natural p/Cubierto Impresa 7x25 cm PQTE 100 Pzas. PKB*7,61.77
062KRAFTP,Bolsas c/asa Troquelada Kraft Duq. XG 38x36x21.5 cm. PQTE 50 pzas.,1110.85
056KRAFTP,Bolsas Multiusos c/cierre Stand Up Kraft/ventana 250 Grs. PQTE. 50 Pzas.,427.27
002KRAFT,Caja P Kraft p/Pizza 25x25 cm CAJA 100 Pzas. PKB*10,1002.90
001KRAFT,Caja P Kraft p/Pizza 20x20 cm CAJA 100 Pzas. PKB*10,893.29
001KRAFTP,Caja P Kraft p/Pizza 20x20 cm PQTE 50 Pzas. PKB*10,515.67
002KRAFTP,Caja P Kraft p/Pizza 25x25 cm PQTE 50 Pzas. PKB*10,578.95
004KRAFT,Caja P Kraft p/Pizza 30x30 cm CAJA 100 Pzas. PKB*10,1130.77
004KRAFTP,Caja P Kraft p/Pizza 30x30 cm PQTE 50 Pzas. PKB*10.,652.76
006KRAFT,Caja P Kraft p/Pizza 35x35 cm CAJA 100 Pzas. PKB*10,1275.59
006KRAFTP,Caja P Kraft p/Pizza 35x35 cm PQTE 50 Pzas. PKB*10,736.36
008KRAFTP,Caja P Kraft p/Pizza 40x40 cm 50 Pzas. PKB*10,1000.76
008KRAFT,Caja P Kraft p/Pizza 40x40 cm CAJA 100 Pzas. PKB*10,1733.61
010KRAFTP,Charola multiusos papel blanco 14x20x5 cm sustentable PQTE. 100 pzas. PKB*6,467.49
010KRAFT,Charola multiusos papel blanco 14x20x5 cm sustentable CAJA 500 pzas. PKB*6,1912.47
009.0KRAFTP,Contenedor papel blanco sustentable papas fritas PQTE. 50 pzas. PKB*6,123.64
009.0KRAFT,Contenedor papel blanco sustentable papas fritas CAJA 500 pzas. PKB*6,1070.87
009.1KRAFT,Contenedor redondo P Kraft 16 oz CAJA 300 Pzas. PKB*3,1390.55
009.1KRAFTP,Contenedor redondo P Kraft 16 oz PQTE 50 Pzas. PKB*3,256.87
009.2KRAFT,Contenedor redondo P Kraft 25 oz CAJA 300 Pzas. PKB*3,1462.69
009.2KRAFTP,Contenedor redondo P Kraft 25oz PQTE 50 Pzas. PKB*3,270.20
009.3KRAFT,Contenedor redondo P Kraft 32 oz CAJA 300 Pzas. PKB*3,1576.58
009.3KRAFTP,Contenedor redondo P Kraft 32 oz PQTE 50 Pzas. PKB*3,291.24
009.4KRAFT,Contenedor redondo P Kraft 44 oz CAJA 300 Pzas. PKB*3,2148.57
009.4KRAFTP,Contenedor redondo P Kraft 44 oz PQTE 50 Pzas. PKB*3,396.90
020.2PAPELPLA,Fiambrera P kraft grado alimenticio 12X8X6 cm CAJA 60 pzas.,1099.21
020.1PAPELPLA,Fiambrera P kraft grado alimenticio 16X9X8 cm CAJA 60 pzas.,1657.64
020.0PAPELPLA,Fiambrera P kraft grado alimenticio 22x15x14 cm CAJA 60 pzas.,2047.24
009.5KRAFT,Tapa Contenedor redondo P Kraft 16/32 oz CAJA 300 Pzas. PKB*3,2301.73
009.5KRAFTP,Tapa Contenedor redondo P Kraft 16/32 oz PQTE 50 Pzas. PKB*3,425.19
008.1PAPELPLA,Caja blanca Comida Asiatica 16 oz. CAJA 450 Pzas. PKB*2,1379.21
008.1PAPELPLAP,Caja blanca Comida Asiatica 16 oz. PQTE 50 Pzas. PKB*2,192.68
008.2PAPELPLA,Caja blanca Comida Asiatica 26 oz. CAJA 450 Pzas. PKB*2,1669.67
008.2PAPELPLAP,Caja blanca Comida Asiatica 26 oz. PQTE 50 Pzas. PKB*2,233.25
008.3PAPELPLA,Caja blanca Comida Asiatica 32 oz. CAJA 450 Pzas. PKB*2,1781.10
008.3PAPELPLAP,Caja blanca Comida Asiatica 32 oz. PQTE 50 Pzas. PKB*2,248.82
009.4PAPELPLA,Caja de Papel Chica 26 oz. 11.5x9x6.5 Beige CAJA 200 Pzas. P+PLA*3,996.57
009.4PAPELPLAP,Caja de Papel Chica 26 oz. 11.5x9x6.5 Beige PQTE 50 Pzas. P+PLA*3,332.19
009.7PAPELPLA,Caja de Papel con Ventana Chica 13.4x10.2x3.7 Beige CAJA 200 Pzas. P+PLA *3,1842.76
009.9PAPELPLA,Caja de Papel con Ventana Grande 20x14x5 Beige CAJA 200 Pzas. P+PLA *3,3176.35
009.9PAPELPLAP,Caja de Papel con Ventana Grande 20x14x5 Beige PQTE 50 Pzas. P+PLA *3,869.39
009.8PAPELPLA,Caja de Papel con Ventana Mediana 16.8x11.8x4.5 Beige CAJA 200 Pzas. P+PLA *3,2330.68
009.8PAPELPLAP,Caja de Papel con Ventana Mediana 16.8x11.8x4.5 Beige PQTE 50 Pzas. P+PLA *3,637.92
009.6PAPELPLA,Caja de Papel Grande 66 oz 19.7x6.5x14 Beige CAJA 200 Pzas. P+PLA *3,2151.83
009.6PAPELPLAP,Caja de Papel Grande 66 oz 19.7x6.5x14 Beige PQTE 50 Pzas. P+PLA *3,717.28
009.5PAPELPLA,Caja de Papel Mediana 45 oz 15x12x6.5 Beige CAJA 200 Pzas. P+PLA *3,1378.52
009.5PAPELPLAP,Caja de Papel Mediana 45 oz 15x12x6.5 Beige PQTE 50 Pzas. P+PLA *3,459.51
008.4PAPELPLA,Caja kraf Comida Asiatica 16 oz. CAJA 500 Pzas. PKB*3,2165.35
008.4PAPELPLAP,Caja kraf Comida Asiatica 16 oz. CAJA 500 Pzas. PKB*3,250.00
008.5PAPELPLA,Caja kraf Comida Asiatica 26 oz. CAJA 500 Pzas. PKB*3,2511.81
008.5PAPELPLAP,Caja kraf Comida Asiatica 26 oz. CAJA 500 Pzas. PKB*3,290.00
004PAPELPLAP,Contenedor térmico 12 oz blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1,173.58
004PAPELPLA,Contenedor térmico 12 oz blanco Papel+Pla Compostable CAJA 500 Pzas. P+PLA*1,1503.46
005PAPELPLA,Contenedor térmico 16 oz blanco Papel+Pla Compostable CAJA 500 Pzas. P+PLA*3,1978.33
005PAPELPLAP,Contenedor térmico 16 oz blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*3,236.54
001PAPELPLA,"Contenedor térmico 3 oz blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*4",2829.10
001PAPELPLAP,Contenedor térmico 3 oz blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*4,163.32
006.0PAPELPLA,Contenedor térmico 32 oz blanco Papel+Pla Compostable CAJA 500 Pzas. P+PLA*1,2873.51
006.0PAPELPLAP,Contenedor térmico 32 oz blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1,331.76
002PAPELPLA,"Contenedor térmico 5 oz blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*3",2232.91
002PAPELPLAP,Contenedor térmico 5 oz blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*4,128.90
003PAPELPLA,"Contenedor térmico 8 oz blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*3",3040.47
003PAPELPLAP,Contenedor térmico 8 oz blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*3,175.52
009.1PAPELPLAP,Copa Soufflé 2 oz Beige Papel +Pla Compostable PQTE 100 Pzas. P+PLA*3,144.35
009.1PAPELPLA,"Copa Soufflé 2 oz Beige Papel+Pla Compostable CAJA 2,000 Pzas. P+PLA*3",2273.26
009.2PAPELPLA,"Copa Soufflé 4 oz Beige Papel+Pla Compostable CAJA 2,000 Pzas. P+PLA*3",2293.84
009.2PAPELPLAP,Copa Soufflé 4 oz Beige Papel+Pla Compostable PQTE 100 Pzas. P+PLA*3,145.20
006.1PAPELPLA,Tapa contenedor 16/32 oz transparente Papel+ Pla CAJA 300 Pzas. PLA*3,2554.96
006.1PAPELPLAP,Tapa contenedor 16/32 oz transparente Pla PQTE Pzas. PLA*3,510.05
008.0PAPELPLA,Tapa contenedor térmico 12/16/32 oz transparente Pla Compostable CAJA 500 Pzas. PLA*3,1813.82
008.0PAPELPLAP,Tapa contenedor térmico 12/16/32 oz transparente Pla Compostable PQTE 50 Pzas. PLA*3,243.32
007PAPELPLA,"Tapa contenedor térmico 8 oz transparente Pla Compostable CAJA 1,000 Pzas. PLA *3",1850.39
007PAPELPLAP,Tapa contenedor térmico 8 oz transparente Pla Compostable PQTE 50 Pzas. PLA,106.82
009.3PAPELPLA,"Tapa copa soufflé 2 y 4 oz Beige Papel+Pla Compostable CAJA 2,000 Pzas. P+PLA*3",2458.14
009.3PAPELPLAP,Tapa copa soufflé 2 y 4 oz Beige Papel+Pla Compostable PQTE 100 Pzas. P+PLA*3,155.60
017PAPELPLA,"Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) compostable CAJA 1,000 Pzas. *3",2241.76
017PAPELPLAP,Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) compostable PQTE 50 Pzas. PLA*1,129.41
018PAPELPLA,"Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) negra compostable CAJA 1,000 Pzas. *3",2419.20
018PAPELPLAP,Tapa vaso 10/12/16/20 oz bebida caliente (cafetera) negra compostable PQTE 50 Pzas. PLA*1,140.92
016PAPELPLA,"Tapa vaso 8 oz bebida caliente (cafetera) compostable CAJA 1,000 Pzas. PLA*3",1843.21
016PAPELPLAP,Tapa vaso 8 oz bebida caliente (cafetera) compostable PQTE 50 Pzas. PLA*3,106.40
012.0PAPELPLA,"Vaso 10 oz bebida caliente blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*1*3",2335.00
012.0PAPELPLAP,Vaso 10 oz bebida caliente blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1*3,140.10
012.1PAPELPLA,"Vaso 10 oz bebida caliente blanco Papel-Bio Rec. convencional CAJA 1,000 Pzas. P+PLA*2",1461.42
012.1PAPELPLAP,Vaso 10 oz bebida caliente blanco Papel-Bio Rec. convencional PQTE 50 Pzas. P+PLA*2,80.00
013.0PAPELPLA,"Vaso 12 oz bebida caliente blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*1*3",2559.73
013.0PAPELPLAP,Vaso 12 oz bebida caliente blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1*3,153.58
013.1PAPELPLA,"Vaso 12 oz bebida caliente blanco Papel-Bio Rec. convencional CAJA 1,000 Pzas. P+PLA*2",2283.46
013.1PAPELPLAP,Vaso 12 oz bebida caliente blanco Papel-Bio Rec. convencional PQTE 50 Pzas. P+PLA*2,131.82
014.0PAPELPLA,"Vaso 16 oz bebida caliente blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*1*3",3091.40
014.0PAPELPLAP,Vaso 16 oz bebida caliente blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1*3,185.48
014.1PAPELPLA,"Vaso 16 oz bebida caliente blanco Papel-Bio Rec. convencional CAJA 1,000 Pzas. P+PLA*2",2420.00
014.1PAPELPLAP,Vaso 16 oz bebida caliente blanco Papel-Bio Rec. convencional PQTE 50 Pzas. P+PLA*2,121.27
015.0PAPELPLA,"Vaso 20 oz bebida caliente blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*1*3",2935.17
015.0PAPELPLAP,Vaso 20 oz bebida caliente blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1*3,176.11
015.1PAPELPLA,"Vaso 20 oz bebida caliente blanco Papel-Bio Rec. convencional CAJA 1,000 Pzas. P+PLA*2",2603.15
015.1PAPELPLAP,Vaso 20 oz bebida caliente blanco Papel-Bio Rec. convencional PQTE 50 Pzas. P+PLA*2,150.27
010.0PAPELPLA,"Vaso 4 oz bebida caliente blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*1*3",1066.67
010.0PAPELPLAP,Vaso 4 oz bebida caliente blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1*3,64.00
010.1PAPELPLA,"Vaso 4 oz bebida caliente blanco Papel-Bio Rec. convencional CAJA 1,000 Pzas. P+PLA*2",713.38
010.1PAPELPLAP,Vaso 4 oz bebida caliente blanco Papel-Bio Rec. convencional PQTE 50 Pzas. P+PLA*2,41.18
011.0PAPELPLA,"Vaso 8 oz bebida caliente blanco Papel+Pla Compostable CAJA 1,000 Pzas. P+PLA*1*3",1801.87
011.0PAPELPLAP,Vaso 8 oz bebida caliente blanco Papel+Pla Compostable PQTE 50 Pzas. P+PLA*1*3,108.11
011.1PAPELPLA,"Vaso 8 oz bebida caliente blanco Papel-Bio Rec. convencional CAJA 1,000 Pzas. P+PLA*2",1177.95
011.1PAPELPLAP,Vaso 8 oz bebida caliente blanco Papel-Bio Rec. convencional PQTE 50 Pzas. P+PLA*2,68.00
005PBAT,Bolsa Basura compostable Gris PBAT 120X135cm CAJA 96 Pzas. PBAT*3,2177.53
005PBATP,Bolsa Basura compostable Gris PBAT 120X135cm PQTE 6 Pzas. PBAT*3,158.39
004PBAT,Bolsa Basura compostable PBAT Chica 43x45 cm CAJA 960 Pzas. PBAT*3,1651.13
004PBATP,Bolsa Basura compostable PBAT Chica 43x45 cm PQTE 20 Pzas PBAT*3,38.13
002PBAT,Bolsa Basura compostable PBAT Grande 70x90 cm CAJA 224 Pzas. PBAT*3,1590.54
002PBATP,Bolsa Basura compostable PBAT Grande 70x90 cm PQTE 7 Pzas PBAT*3,55.09
003PBAT,Bolsa Basura compostable PBAT Mediana 55x60 cm CAJA 480 Pzas. PBAT*3,1588.55
003PBATP,Bolsa Basura compostable PBAT Mediana 55x60 cm PQTE 15 Pzas PBAT*3,55.02
001PBAT,"Bolsa camiseta PBAT Grande 30x55 cm CAJA 1,000 Pzas. PBAT*3",876.78
001PBATP,Bolsa camiseta PBAT Grande 30x55 cm PQTE 50 Pzas. PBAT*11,50.61
004PHA,"Agitador azúl PHA Bio soluble CAJA 6,000 Pzas. PHA*12",2133.33
004PHAP,"Agitador azúl PHA Bio soluble PQTE 1,000 Pzas. PHA*12",408.62
003PHAP,Popote azúl PHA Bio soluble Gigante 21 cm x .7 mm PQTE 300 Pzas. PHA*12,561.72
003PHA,"Popote azúl PHA Bio soluble Gigante 21 cm x .7mm CAJA 1,200 Pzas. PHA*12",1959.00
001PHA,"Popote azúl PHA Bio soluble Jumbo 21 cm x .5 mm CAJA 3,750 Pzas. PHA*12",3429.77
001PHAP,Popote azúl PHA Bio soluble Jumbo 21 cm x .5 mm PQTE 375 Pzas. PHA*12,395.83
060PLA,"Popote blanco 21 cm estuchado compostable PLA CAJA 5,000 Pzas. PLA*2",2000.00
060PLAP,Popote blanco 21 cm estuchado compostable PLA PLA PQTE 500 Pzas. PLA*2,244.44
063PLA,"Popote blanco grueso 24x1 cm estuchado PLA CAJA 2,000 Pzas. PLA*2",2831.50
063PLAP,Popote blanco grueso 24x1 cm estuchado PLA PQTE 250 Pzas. PLA*2,408.64
061PLA,"Popote negro 21 cm estuchado compostable PLA CAJA 5,000 Pzas. PLA*2",2181.82
061PLAP,Popote negro 21 cm estuchado compostable PLA PQTE 500 Pzas. PLA*2,266.67
062PLA,"Popote/cuchara 26x.06 cm estuchado PLA CAJA 1,200 Pzas. PLA",1761.68
062PLAP,Popote/cuchara 26x.06 cm estuchado PLA PQTE 300 Pzas. PLA,523.61
003PLA,"Almeja 8x8"" c/3 div transparente PLA CAJA 250 Pzas. PLA*1",5038.18
003PLAP,"Almeja 8x8"" c/3 div transparente PLA PQTE 50 Pzas. PLA*1",1428.60
002PLA,"Almeja 8x8"" transparente lisa PLA CAJA 250 Pzas. PLA*1",6165.46
002PLAP,"Almeja 8x8"" transparente lisa PLA PQTE 50 Pzas. PLA*1",1507.11
004PLA,"Almeja 9x5x3"" lisa transparente PLA CAJA 250 Pzas. PLA*1",3309.09
004PLAP,"Almeja 9x5x3"" lisa transparente PLA PQTE 50 Pzas. PLA*1",808.89
033PLA,"Charola Bandeja de sushi con tapa 7x5X2"" PLA CAJA 300 Pzas. PLA",2214.17
005PLA,"Copa soufflé 1 oz transparente PLA CAJA 3,000 Pzas. PLA",5946.45
005PLAP,Copa soufflé 1 oz transparente PLA PQTE 100 Pzas. PLA*1,226.56
006PLA,"Copa soufflé 2 oz transparente PLA CAJA 2,000 Pzas. PLA*1",3040.88
006PLAP,Copa soufflé 2 oz transparente PLA PQTE 100 Pzas. PLA*1,175.54
008PLA,"Copa soufflé 4 oz transparente PLA CAJA 2,000 Pzas. PLA*1",3352.44
008PLAP,Copa soufflé 4 oz transparente PLA PQTE 100 Pzas. PLA*1,177.40
033PLAP,"Craharola Bandeja de sushi con tapa 7x5"" PLA PQTE 100 Pzas. PLA",851.27
016PLA,Deli cuadrado c/2 div transparente PLA CAJA 300 Pzas. PLA*1,3393.00
016PLAP,Deli cuadrado c/2 div transparente PLA PQTE 50 Pzas. PLA*1,684.26
017PLA,Deli cuadrado c/3 div transparente PLA CAJA 300 Pzas. PLA*1,4110.24
017PLAP,Deli cuadrado c/3 div transparente PLA PQTE 50 Pzas. PLA*1,792.49
018PLA,Deli cuadrado c/4 div transparente PLA CAJA 300 Pzas. PLA*1,3393.00
018PLAP,Deli cuadrado c/4 div transparente PLA PQTE 50 Pzas. PLA*1,684.26
021PLA,Deli rectangular 12 oz transparente PLA CAJA 900 Pzas. PLA*1,4365.98
021PLAP,Deli rectangular 12 oz transparente PLA PQTE 100 Pzas. PLA*1,554.48
022PLA,Deli rectangular 16 oz transparente PLA CAJA 900 Pzas. PLA*1,5805.48
022PLAP,Deli rectangular 16 oz transparente PLA PQTE 100 Pzas. PLA*1,737.30
023PLA,Deli rectangular 24 oz transparente PLA CAJA 600 Pzas. PLA*1,4665.57
023PLAP,Deli rectangular 24 oz transparente PLA PQTE 100 Pzas. PLA*1,861.86
024PLA,Deli rectangular 32 oz transparente PLA CAJA 600 Pzas. PLA*1,5270.24
024PLAP,Deli rectangular 32 oz transparente PLA PQTE 100 Pzas. PLA*1,973.56
020PLA,Deli rectangular 8 oz transparente PLA CAJA 900 Pzas. PLA*1,4038.99
020PLAP,Deli rectangular 8 oz transparente PLA PQTE 100 Pzas. PLA*1,512.95
011PLA,"Deli redondo 12 oz transparente PLA CAJA 1,000 Pzas. PLA",4881.89
011PLAP,Deli redondo 12 oz transparente PLA PQTE 50 Pzas. PLA,281.82
012PLA,"Deli redondo 16 oz transparente PLA CAJA 1,000 Pzas. PLA",5942.36
012PLAP,Deli redondo 16 oz transparente PLA PQTE 50 Pzas. PLA,343.04
013PLA,Deli redondo 24 oz transparente PLA CAJA 500 Pzas. PLA,4066.39
013PLAP,Deli redondo 24 oz transparente PLA PQTE 50 Pzas. PLA,469.48
014PLAP,Deli redondo 32 oz transparente PLA PQTE 50 Pzas. PLA,610.79
014PLA,Deli redondo 32 oz transparente PLA CAJA 500 Pzas. PLA,5290.33
010PLA,"Deli redondo 8 oz transparente PLA CAJA 1,000 Pzas. PLA",4181.48
010PLAP,Deli redondo 8 oz transparente PLA PQTE. 50 Pzas. PLA,241.39
027PLA,Ensaladera 16 oz transparente PLA CAJA 450 Pzas. PLA*1,2559.00
027PLAP,Ensaladera 16 oz transparente PLA PQTE 50 Pzas. PLA*1,327.95
028PLA,Ensaladera 24 oz transparente PLA CAJA 600 Pzas. PLA*1,4426.03
028PLAP,Ensaladera 24 oz transparente PLA PQTE 50 Pzas. PLA*1,418.79
029PLA,Ensaladera 32 oz transparente PLA CAJA 600 Pzas. PLA*1,6086.29
029PLAP,Ensaladera 32 oz transparente PLA PQTE 50 Pzas. PLA*1,583.23
030PLA,Ensaladera 48 oz transparente PLA CAJA 300 Pzas. PLA*1,4004.72
030PLAP,Ensaladera 48 oz transparente PLA PQTE 50 Pzas. PLA*1,772.15
001PLA,"Hamburguesero liso 6x6"" transparente PLA CAJA 250 Pzas. PLA*1",3127.82
001PLAP,"Hamburguesero liso 6x6"" transparente PLA PQTE 50 Pzas. PLA*1",764.58
049.1PLA,Tapa Contenedor Redondo 16/32 oz transparente Pla CAJA 300 Pzas. PLA*3,1716.30
049.1PLAP,Tapa Contenedor Redondo 16/32 oz transparente Pla PQTE 50 Pzas. PLA*3,317.05
049.2PLA,Tapa Contenedor Redondo 44 oz transparente Pla CAJA 300 Pzas. PLA*3,2231.50
049.2PLAP,Tapa Contenedor Redondo 44 oz transparente Pla PQTE 50 Pzas. PLA*3,412.22
007PLA,"Tapa copa soufflé 2 oz transparente PLA CAJA 2,000 Pzas. PLA*1",1808.50
007PLAP,Tapa copa soufflé 2 oz transparente PLA PQTE 100 Pzas. PLA*1,104.40
009PLA,"Tapa copa soufflé 4 oz transparente PLA CAJA 2,000 Pzas. PLA*1",1859.71
009PLAP,Tapa copa soufflé 4 oz transparente PLA PQTE 100 Pzas. PLA*1,113.20
019PLA,"Tapa Deli cuadrado c/2, 3, 4 div transparente PLA CAJA 300 Pzas. PLA*1",2685.04
019PLAP,"Tapa Deli cuadrado c/2, 3, 4 div transparente PLA PQTE 50 Pzas. PLA*1",517.70
026PLA,Tapa Deli rectangular 24/32 oz transparente PLA CAJA 600 Pzas. PLA,3620.47
026PLAP,Tapa Deli rectangular 24/32 oz transparente PLA PQTE 50 Pzas. PLA,322.27
025PLA,Tapa Deli rectangular 8/12/16 oz transparente PLA CAJA 900 Pzas. PLA,3489.13
025PLAP,Tapa Deli rectangular 8/12/16 oz transparente PLA PQTE 100 Pzas. PLA,443.12
015PLA,Tapa Deli redondo 8/12/16/24/32 oz transparente PLA CAJA 500 Pzas. PLA,2889.95
015PLAP,Tapa Deli redondo 8/12/16/24/32 oz transparente PLA PQTE 50 Pzas. PLA,333.66
031PLA,Tapa ensaladera 16 oz transparente PLA CAJA 450 Pzas. PLA,1666.13
031PLAP,Tapa ensaladera 16 oz transparente PLA PQTE 50 Pzas. PLA,213.52
032PLA,Tapa ensaladera 24/32/48 oz transparente PLA 600 Pzas. PLA,3813.60
032PLAP,Tapa ensaladera 24/32/48 oz transparente PLA PQTE 50 Pzas. PLA,328.04
053PLA,"Cuchara nevera premium blanca Word Centric PLA CAJA 3,000 Pzas. PLA*1",2348.02
053PLAP,Cuchara nevera premium blanca Word Centric PLA PQTE 200 Pzas. PLA*1,181.63
054PLA,"Cuchara premium blanca Word Centric PLA CAJA 1,000 Pzas. PLA*1",1981.10
054PLAP,Cuchara premium blanca Word Centric PLA PQTE 50 Pzas. PLA*1,114.36
056PLA,"Cuchillo premium blanco Word Centric PLA CAJA 1,000 Pzas. PLA*1",1981.10
056PLAP,Cuchillo premium blanco Word Centric PLA PQTE 50 Pzas. PLA*1,114.36
055PLA,"Tenedor premium blanco Word Centric PLA CAJA 1,000 Pzas. PLA*1",1984.26
055PLAP,Tenedor premium blanco Word Centric PLA PQTE 50 Pzas. PLA*1,114.55
057PLA,"Tenedor/Cuchara (spork) premium blanco Word Centric PLA CAJA 1,000 Pzas. PLA*1",2001.58
057PLAP,Tenedor/Cuchara (spork) premium blanco Word Centric PLA PQTE 50 Pzas. PLA*1,115.55
040PLA,"Inserto 4 oz p/vaso 9 oz transparente PLA CAJA 1,000 Pzas. PLA*1",2760.64
040PLAP,Inserto 4 oz p/vaso 9 oz transparente PLA PQTE 100 Pzas. PLA*1,318.73
046.1PLA,"Tapa domo c/agujero p/vaso 12/16/24 oz transparente PLA CAJA 1,000 Pzas. PLA *2",1497.95
046.1PLAP,Tapa domo c/agujero p/vaso 12/16/24 oz transparente PLA PQTE 100 Pzas. PLA *2,172.95
046.0PLA,"Tapa domo c/agujero p/vaso 16/24 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA *1",1854.07
046.0PLAP,Tapa domo c/agujero p/vaso 16/24 oz Greenwere transparente PLA PQTE 100 Pzas. PLA*1,222.49
043PLAP,Tapa domo c/agujero p/vaso 9/12 oz Greenwere transparente PLA PQTE 100 Pzas. PLA*1,224.34
043PLA,"Tapa domo c/agujero p/vaso 9/12 oz Grenwere transparente PLA CAJA 1,000 Pzas. PLA*1",1869.53
042.1PLA,"Tapa plana c/agujero p/vaso 12/16/24 oz transparente PLA CAJA 1,000 Pzas. PLA*2",1358.05
042.1PLAP,Tapa plana c/agujero p/vaso 12/16/24 oz transparente PLA PQTE 100 Pzas. PLA*2,157.58
045PLA,"Tapa plana c/agujero p/vaso 16/24 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA*1",2419.65
045PLAP,Tapa plana c/agujero p/vaso 16/24 oz Greenwere transparente PLA PQTE 100 Pzas. PLA*1,305.67
042.0PLA,"Tapa plana c/agujero p/vaso 9/12 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA*1",1972.25
042.0PLAP,Tapa plana c/agujero p/vaso 9/12 oz transparente Greenwere PLA PQTE 100 Pzas. PLA*1,253.15
052PLA,"Tapa plana c/agujero p/vaso 9/12/20 oz transparente (We Care) PLA CAJA 1,000 Pzas. PLA*3",2444.09
052PLAP,Tapa plana c/agujero p/vaso 9/12/20 oz transparente PLA (We Care) PQTE 100 Pzas. PLA*3,282.18
049PLA,"Tapa plana c/agujero vaso 32 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA*1",2281.64
049PLAP,Tapa plana c/agujero vaso 32 oz transparente PLA PQTE 100 Pzas. PLA*1,263.43
044PLA,"Tapa plana cerrada p/vaso 16/24 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA*1",1444.09
044PLAP,Tapa plana cerrada p/vaso 16/24 oz Greenwere transparente PLA PQTE 100 Pzas. PLA*1,166.73
048PLA,"Tapa plana cerrada p/vaso 32 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA*1",2281.64
048PLAP,Tapa plana cerrada p/vaso 32 oz Greenwere transparente PLA PQTE 100 Pzas. PLA*1,263.43
041.0PLA,"Tapa plana cerrada p/vaso 9/12 oz Greenwere transparente PLA CAJA 1,000 Pzas. PLA*1",2002.32
